chords	cp	key	section	song	artist
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		king of carrot flowers	neutral milk hotel
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		leave it alone	nofx
['Am', 'Em', 'Dm', 'Am']	1,5,4,1	9.0		the thin ice	pink floyd
['E', 'B', 'A', 'E']	1,5,4,1	4.0		nowhere man	the beatles
['C', 'G', 'F', 'C']	1,5,4,1	0.0		centerfold	the j geils band
['D', 'A', 'G', 'D']	1,5,4,1	2.0		a-punk	vampire weekend
['E', 'B', 'A', 'E']	1,5,4,1	4.0		i want to break free	queen
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		up and down	vengaboys
['D', 'A', 'G', 'D']	1,5,4,1	2.0		sittin' on the dock of the bay	otis redding
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		hemorrhage - in my hands	fuel
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		paradise	coldplay
['C', 'G', 'F', 'C']	1,5,4,1	0.0		take it easy	the eagles
['A', 'E', 'D', 'A']	1,5,4,1	9.0		lola	the kinks
['E', 'B', 'A', 'E']	1,5,4,1	4.0		somebody kill me	adam sandler
['E', 'B', 'A', 'E']	1,5,4,1	4.0		trouble	pink
['Fm', 'Cm', 'A#m', 'Fm']	1,5,4,1	5.0		say hey - i love you	michael franti - spearhead
['D', 'A', 'G', 'D']	1,5,4,1	2.0		mamma mia	abba
['D', 'A', 'G', 'D']	1,5,4,1	2.0		acoustic guitar	magnetic fields
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		i was a fool	tegan and sara
['D#', 'A#', 'G#', 'D#']	1,5,4,1	3.0		loser like me	glee
['G', 'D', 'C', 'G']	1,5,4,1	7.0		royals	lorde
['C', 'G', 'F', 'C']	1,5,4,1	0.0		goodbye earl	dixie chicks
['E', 'B', 'A', 'E']	1,5,4,1	4.0		crazy girl	eli young band
['E', 'B', 'A', 'E']	1,5,4,1	4.0		september gurls	big star
['A', 'E', 'D', 'A']	1,5,4,1	9.0		peggy sue	buddy holly
['G', 'D', 'C', 'G']	1,5,4,1	7.0		there she goes	the la's
['A', 'E', 'D', 'A']	1,5,4,1	9.0		pompeii	bastille
['G', 'D', 'C', 'G']	1,5,4,1	7.0		elderly woman behind the counter in a small town	pearl jam
['D', 'A', 'G', 'D']	1,5,4,1	2.0		the middle	jimmy eat world
['G', 'D', 'C', 'G']	1,5,4,1	7.0		ring of fire	johnny cash
['G', 'D', 'C', 'G']	1,5,4,1	7.0		sweet home alabama	lynyrd skynyrd
['G#', 'D#', 'C#', 'G#']	1,5,4,1	8.0		desire	u2
['A', 'E', 'D', 'A']	1,5,4,1	9.0		gloria	van morrison
['C', 'G', 'F', 'C']	1,5,4,1	0.0		grace	u2
['E', 'B', 'A', 'E']	1,5,4,1	4.0		in the summertime	mungo jerry
['C', 'G', 'F', 'C']	1,5,4,1	0.0		surrender	cheap trick
['Bm', 'F#m', 'Em', 'Bm']	1,5,4,1	11.0		you ain't seen nothing	bachman-turner overdrive
['C', 'G', 'F', 'C']	1,5,4,1	0.0		kiss the girl	disney
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		the boxer	simon and garfunkel
['A', 'E', 'D', 'A']	1,5,4,1	9.0		rock around the clock	bill haley and his comets
['C', 'G', 'F', 'C']	1,5,4,1	0.0		big big world	emilia
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		nothing ever happens	del amitri
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		ghostbusters	elmer bernstein
['D#', 'A#', 'G#', 'D#']	1,5,4,1	3.0		only time	enya
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		baba o'riley	the who
['G#m', 'D#m', 'C#m', 'G#m']	1,5,4,1	8.0		naive	the kooks
['Em', 'Bm', 'Am', 'Em']	1,5,4,1	4.0		roygbiv	boards of canada
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		best song ever	one direction
['D', 'A', 'G', 'D']	1,5,4,1	2.0		you and i	lady gaga
['D', 'A', 'G', 'D']	1,5,4,1	2.0		whoa oh me vs everyone	forever the sickest kids
['G', 'D', 'C', 'G']	1,5,4,1	7.0		two of us	the beatles
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		patience	guns n' roses
['G', 'D', 'C', 'G']	1,5,4,1	7.0		i want to be the boy to warm your mother's heart	the white stripes
['C', 'G', 'F', 'C']	1,5,4,1	0.0		gold on the ceiling	the black keys
['C', 'G', 'F', 'C']	1,5,4,1	0.0		house of 1982- built like a ship	driftless pony club
['A', 'E', 'D', 'A']	1,5,4,1	9.0		ball and biscuit	the white stripes
['Em', 'Bm', 'Am', 'Em']	1,5,4,1	4.0		mirror haus	lindsey stirling
['C', 'G', 'F', 'C']	1,5,4,1	0.0		da coconut nut	smokey mountain
['D', 'A', 'G', 'D']	1,5,4,1	2.0		the miracle of joey ramone	u2
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		dust on the bottle	david lee murphy
['D', 'A', 'G', 'D']	1,5,4,1	2.0		bros	panda bear
['D#', 'A#', 'G#', 'D#']	1,5,4,1	3.0		jag kommer	veronica maggio
['A#', 'F', 'D#', 'A#']	1,5,4,1	10.0		strong	london grammar
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		put it in your pocket	sonia leigh
['G', 'D', 'C', 'G']	1,5,4,1	7.0		absolutely	nine days
['D', 'A', 'G', 'D']	1,5,4,1	2.0		you don't know what love is	the white stripes
['A', 'E', 'D', 'A']	1,5,4,1	9.0		working man	rush
['C', 'G', 'F', 'C']	1,5,4,1	0.0		take the money and run	steve miller band
['E', 'B', 'A', 'E']	1,5,4,1	4.0		nightgown of the sullen moon	they might be giants
['A', 'E', 'D', 'A']	1,5,4,1	9.0		in too deep	sum 41
['E', 'B', 'A', 'E']	1,5,4,1	4.0		16 military wives	the decemberists
['A', 'E', 'D', 'A']	1,5,4,1	9.0		carrot for a cock	yogscast
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		pain	ayreon
['E', 'B', 'A', 'E']	1,5,4,1	4.0		yellow ledbetter	pearl jam
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		budapest	george ezra
['E', 'B', 'A', 'E']	1,5,4,1	4.0		teenagers	my chemical romance
['A', 'E', 'D', 'A']	1,5,4,1	9.0		love is my religion	ziggy marley
['D#', 'A#', 'G#', 'D#']	1,5,4,1	3.0		superheroes	the script
['D', 'A', 'G', 'D']	1,5,4,1	2.0		space unicorn	parry gripp
['D', 'A', 'G', 'D']	1,5,4,1	2.0		movements	rend collective
['E', 'B', 'A', 'E']	1,5,4,1	4.0		code monkey	jonathan coulton
['D', 'A', 'G', 'D']	1,5,4,1	2.0		closer to the heart	rush
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		paper planes	mia
['C', 'G', 'F', 'C']	1,5,4,1	0.0		walk away	kelly clarkson
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		867-5309 jenny	tommy tutone
['G', 'D', 'C', 'G']	1,5,4,1	7.0		new theory	washed out
['E', 'B', 'A', 'E']	1,5,4,1	4.0		cheerleader	omi
['Gm', 'Dm', 'Cm', 'Gm']	1,5,4,1	7.0		if i go	ella eyre
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		barbara ann	the beach boys
['C#m', 'G#m', 'F#m', 'C#m']	1,5,4,1	1.0		eh eh	lady gaga
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		the package store petition	the mighty mighty bosstones
['C', 'G', 'F', 'C']	1,5,4,1	0.0		feeling electric	parade of lights
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		feel	robbie williams
['D#', 'A#', 'G#', 'D#']	1,5,4,1	3.0		one day	kodaline
['E', 'B', 'A', 'E']	1,5,4,1	4.0		down to the river to pray	alison krauss
['A', 'E', 'D', 'A']	1,5,4,1	9.0		keasbey nights	catch 22
['A', 'E', 'D', 'A']	1,5,4,1	9.0		the one with the woes all over it	the mighty mighty bosstones
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		oh well oh well	mayday parade
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		heart attack	sum 41
['D', 'A', 'G', 'D']	1,5,4,1	2.0		do ya	electric light orchestra
['C', 'G', 'F', 'C']	1,5,4,1	0.0		believe	shawn mendes
['A', 'E', 'D', 'A']	1,5,4,1	9.0		sugar free	the mighty mighty bosstones
['Bm', 'F#m', 'Em', 'Bm']	1,5,4,1	11.0		quieter today	cloud nothings
['A', 'E', 'D', 'A']	1,5,4,1	9.0		everything right is wrong again	they might be giants
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		the anthem	good charlotte
['A', 'E', 'D', 'A']	1,5,4,1	9.0		morning morgantown	joni mitchell
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		beware the dog	the griswolds
['A#m', 'Fm', 'D#m', 'A#m']	1,5,4,1	10.0		way too much	wavves
['A', 'E', 'D', 'A']	1,5,4,1	9.0		nine is god	wavves
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		the perfect life	moby with wayne coyne
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		everywhere	michelle branch
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		no one knows	green day
['D', 'A', 'G', 'D']	1,5,4,1	2.0		song 6	george ezra
['D', 'A', 'G', 'D']	1,5,4,1	2.0		southern cross	crosby stills and nash
['G', 'D', 'C', 'G']	1,5,4,1	7.0		stone cold	rainbow
['G#', 'D#', 'C#', 'G#']	1,5,4,1	8.0		the greatest man that ever lived	weezer
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		gimme all your lovin	zz top
['A', 'E', 'D', 'A']	1,5,4,1	9.0		girl inform me	the shins
['G#', 'D#', 'C#', 'G#']	1,5,4,1	8.0		dance in the dark	lady gaga
['A', 'E', 'D', 'A']	1,5,4,1	9.0		to love somebody	bee gees
['A', 'E', 'D', 'A']	1,5,4,1	9.0		ridin' solo	jason derulo
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		long tall sally	little richard
['C', 'G', 'F', 'C']	1,5,4,1	0.0		hound dog	elvis presley
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		whole lotta shakin' goin' on	jerry lee lewis
['Cm', 'Gm', 'Fm', 'Cm']	1,5,4,1	0.0		tutti frutti	little richard
['A', 'E', 'D', 'A']	1,5,4,1	9.0		three little birds	bob marley
['C', 'G', 'F', 'C']	1,5,4,1	0.0		two feet of topsoil	brad paisley
['G', 'D', 'C', 'G']	1,5,4,1	7.0		semi-charmed life	third eye blind
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		shiksa	say anything
['G#', 'D#', 'C#', 'G#']	1,5,4,1	8.0		be my honeypie	the weepies
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		lightning crashes	live
['D', 'A', 'G', 'D']	1,5,4,1	2.0		born to be alive	patrick hernandez
['F#', 'C#', 'B', 'F#']	1,5,4,1	6.0		the boys of summer	don henley
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		mexico	james taylor
['C', 'G', 'F', 'C']	1,5,4,1	0.0		true colors	cyndi lauper
['D', 'A', 'G', 'D']	1,5,4,1	2.0		i love this life	locash
['Am', 'Em', 'Dm', 'Am']	1,5,4,1	9.0		warm blood	carly rae jepsen
['E', 'B', 'A', 'E']	1,5,4,1	4.0		never let you go	third eye blind
['E', 'B', 'A', 'E']	1,5,4,1	4.0		built this pool	blink-182
['E', 'B', 'A', 'B']	1,5,4,5	4.0		my heart will go on	celine dion
['Fm', 'Cm', 'A#m', 'Cm']	1,5,4,5	5.0		waking up in vegas	katy perry
['F#', 'C#', 'B', 'C#']	1,5,4,5	6.0		tangerine	led zeppelin
['B', 'F#', 'E', 'F#']	1,5,4,5	11.0		baby c'mon	stephen malkmus
['D#', 'A#', 'G#', 'A#']	1,5,4,5	3.0		with you	chris brown
['D#', 'A#', 'G#', 'A#']	1,5,4,5	3.0		i know	hank green
['D', 'A', 'G', 'A']	1,5,4,5	2.0		under pressure	queen
['B', 'F#', 'E', 'F#']	1,5,4,5	11.0		crimson and clover	tommy james and the shondells
['B', 'F#', 'E', 'F#']	1,5,4,5	11.0		give me one reason	tracy chapman
['G', 'D', 'C', 'D']	1,5,4,5	7.0		when you say nothing at all	ronan keating
['A', 'E', 'D', 'E']	1,5,4,5	9.0		mmmbop	hanson
['Fm', 'Cm', 'A#m', 'Cm']	1,5,4,5	5.0		always	panama
['F#', 'C#', 'B', 'C#']	1,5,4,5	6.0		luka	suzanne vega
['E', 'B', 'A', 'B']	1,5,4,5	4.0		dare you to move	switchfoot
['A#', 'F', 'D#', 'F']	1,5,4,5	10.0		as i lay me down	sophie b hawkins
['F#m', 'C#m', 'Bm', 'C#m']	1,5,4,5	6.0		take on me	a-ha
['G', 'D', 'C', 'D']	1,5,4,5	7.0		mozart	mat zo and arty
['Am', 'Em', 'Dm', 'Em']	1,5,4,5	9.0		before the dive	st lucia
['C#', 'G#', 'F#', 'G#']	1,5,4,5	1.0		music of the night	andrew lloyd webber
['G#', 'D#', 'C#', 'D#']	1,5,4,5	8.0		everything is awesome	tegan and sara
['Bm', 'F#m', 'Em', 'F#m']	1,5,4,5	11.0		dead leaves and the dirty ground	the white stripes
['G', 'D', 'C', 'D']	1,5,4,5	7.0		so long	abba
['A', 'E', 'D', 'E']	1,5,4,5	9.0		2 4 6 8 motorway	tom robinson band
['F', 'C', 'A#', 'C']	1,5,4,5	5.0		your body is a wonderland	john mayer
['G#', 'D#', 'C#', 'D#']	1,5,4,5	8.0		3am	matchbox 20
['G', 'D', 'C', 'D']	1,5,4,5	7.0		acceptable in the 80's	calvin harris
['C#', 'G#', 'F#', 'G#']	1,5,4,5	1.0		how you love me	3lau
['B', 'F#', 'E', 'F#']	1,5,4,5	11.0		latitude end - andre sobota remix	rich curtis
['C', 'G', 'F', 'G']	1,5,4,5	0.0		wreck-it ralph	henry jackman
['C', 'G', 'F', 'G']	1,5,4,5	0.0		windmill	helloween
['C#', 'G#', 'F#', 'G#']	1,5,4,5	1.0		american idiot	green day
['G', 'D', 'C', 'D']	1,5,4,5	7.0		stop forwarding that crap to me	weird al yankovic
['G', 'D', 'C', 'D']	1,5,4,5	7.0		nom nom nom nom nom nom nom	parry gripp
['D', 'A', 'G', 'A']	1,5,4,5	2.0		style	taylor swift
['G#', 'D#', 'C#', 'D#']	1,5,4,5	8.0		hooked on a feeling	blue swede
['C', 'G', 'F', 'G']	1,5,4,5	0.0		minority	green day
['D', 'A', 'G', 'A']	1,5,4,5	2.0		the first cut is the deepest	sheryl crow
['Dm', 'Am', 'Gm', 'Am']	1,5,4,5	2.0		fairy tail - main theme	yasuharu takanashi
['Am', 'Em', 'Dm', 'Em']	1,5,4,5	9.0		sheep	pink floyd
['F', 'C', 'A#', 'C']	1,5,4,5	5.0		go down in history	four year strong
['C', 'G', 'F', 'G']	1,5,4,5	0.0		el poeta	chino y nacho
['A', 'E', 'D', 'E']	1,5,4,5	9.0		lonely is the night	billy squier
['C', 'G', 'F', 'G']	1,5,4,5	0.0		heavy things	phish
['B', 'F#', 'E', 'F#']	1,5,4,5	11.0		gotta have you	the weepies
['G', 'D', 'C', 'D']	1,5,4,5	7.0		say you do	sigala
['C', 'G', 'F', 'G']	1,5,4,5	0.0		even if it breaks your heart	eli young band
['A', 'E', 'D', 'E']	1,5,4,5	9.0		be my escape	relient k
['C', 'G', 'F', 'G']	1,5,4,5	0.0		wild world	cat stevens
['D', 'A', 'G', 'A']	1,5,4,5	2.0		give me your love	sigala
['F#', 'C#', 'B', 'C#']	1,5,4,5	6.0		2 become 1	spice girls
['G#', 'D#', 'C#', 'D#']	1,5,4,5	8.0		mama	spice girls
['E', 'B', 'A', 'B']	1,5,4,5	4.0		heaven is a place on earth	belinda carlisle
['Cm', 'Gm', 'Fm', 'A']	1,5,4,6	0.0		the bad touch	bloodhound gang
['F#', 'C#', 'B', 'D#m']	1,5,4,6	6.0		out from under	britney spears
['F', 'C', 'A#', 'Dm']	1,5,4,6	5.0		sultans of swing	dire straits
['G', 'D', 'C', 'Em']	1,5,4,6	7.0		raise your glass	pink
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		levels	avicii
['Bm', 'F#m', 'Em', 'G#']	1,5,4,6	11.0		starships	nicki minaj
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		red	taylor swift
['G', 'D', 'C', 'Em']	1,5,4,6	7.0		22	taylor swift
['D', 'A', 'G', 'Bm']	1,5,4,6	2.0		burnin up	jonas brothers
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		in tenderness	citizens
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		counting stars	onerepublic
['C#', 'G#', 'F#', 'A#m']	1,5,4,6	1.0		enjoy the ride	krewella
['Fm', 'Cm', 'A#m', 'D']	1,5,4,6	5.0		around my heart	sandra
['A#', 'F', 'D#', 'Gm']	1,5,4,6	10.0		call on me	eric prydz
['Am', 'Em', 'Dm', 'F#']	1,5,4,6	9.0		all good things	nelly furtado
['G#', 'D#', 'C#', 'Fm']	1,5,4,6	8.0		impossible	shontelle
['A', 'E', 'D', 'F#m']	1,5,4,6	9.0		valerie	steve winwood
['Am', 'Em', 'Dm', 'F#']	1,5,4,6	9.0		pocketful of sunshine	natasha bedingfield
['B', 'F#', 'E', 'G#m']	1,5,4,6	11.0		the big day	headspace
['C', 'G', 'F', 'Am']	1,5,4,6	0.0		traum	cro
['E', 'B', 'A', 'C#m']	1,5,4,6	4.0		always	bon jovi
['Am', 'Em', 'Dm', 'F#']	1,5,4,6	9.0		the gummy bear song	gummibar
['A#', 'F', 'D#', 'Gm']	1,5,4,6	10.0		sweet lovin	sigala
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		good feeling	flo rida
['F#m', 'C#m', 'Bm', 'D#']	1,5,4,6	6.0		alive - blinders remix	dirty south
['C#m', 'G#m', 'F#m', 'A#']	1,5,4,6	1.0		prophecy	reez
['G#', 'D#', 'C#', 'Fm']	1,5,4,6	8.0		va va voom	nicki minaj
['C', 'G', 'F', 'Am']	1,5,4,6	0.0		2 heads	coleman hell
['Am', 'Em', 'Dm', 'F#']	1,5,4,6	9.0		the random and the purpose	dax johnson
['Am', 'Em', 'Dm', 'F#']	1,5,4,6	9.0		dreaming of you	the coral
['G#', 'D#', 'C#', 'Fm']	1,5,4,6	8.0		asagao academy theme feat kori	saiyapimp
['C', 'G', 'F', 'Am']	1,5,4,6	0.0		no future	blink-182
['Em', 'Bm', 'Em', 'Bm']	1,5,1,5	4.0		a day in the life	the beatles
['A', 'E', 'A', 'E']	1,5,1,5	9.0		in my life	the beatles
['E', 'B', 'E', 'B']	1,5,1,5	4.0		blue eyes cryin	willie nelson
['G', 'D', 'G', 'D']	1,5,1,5	7.0		because i got high	afroman
['C', 'G', 'C', 'G']	1,5,1,5	0.0		down on the corner	creedence clearwater revival
['G#', 'D#', 'G#', 'D#']	1,5,1,5	8.0		oh love	green day
['A', 'E', 'A', 'E']	1,5,1,5	9.0		stop the cavalry	jona lewie
['A#', 'F', 'A#', 'F']	1,5,1,5	10.0		where everybody knows your name - cheers theme	gary portnoy
['F#', 'C#', 'F#', 'C#']	1,5,1,5	6.0		leave the pieces	the wreckers
['Bm', 'F#m', 'Bm', 'F#m']	1,5,1,5	11.0		comfortably numb	pink floyd
['C#', 'G#', 'C#', 'G#']	1,5,1,5	1.0		yellow submarine	the beatles
['D', 'A', 'D', 'A']	1,5,1,5	2.0		get back	the beatles
['C#m', 'G#m', 'C#m', 'G#m']	1,5,1,5	1.0		oops i did it again	britney spears
['E', 'B', 'E', 'B']	1,5,1,5	4.0		shake	the head and the heart
['D', 'A', 'D', 'A']	1,5,1,5	2.0		funk 49	james gang
['D', 'A', 'D', 'A']	1,5,1,5	2.0		under the sea	little mermaid
['A', 'E', 'A', 'E']	1,5,1,5	9.0		another saturday night	sam cooke
['E', 'B', 'E', 'B']	1,5,1,5	4.0		silent night	sinead o'connor
['D', 'A', 'D', 'A']	1,5,1,5	2.0		summer of 69	bryan adams
['A', 'E', 'A', 'E']	1,5,1,5	9.0		lightning bolt	jake bugg
['G#', 'D#', 'G#', 'D#']	1,5,1,5	8.0		come back to me	les friction
['C', 'G', 'C', 'G']	1,5,1,5	0.0		olympic fanfare and theme	john williams
['Fm', 'Cm', 'Fm', 'Cm']	1,5,1,5	5.0		piano sonata no 8 ''pathetique'' - 3rd movement	ludwig van beethoven
['C', 'G', 'C', 'G']	1,5,1,5	0.0		you're my best friend	queen
['E', 'B', 'E', 'B']	1,5,1,5	4.0		shop vac	jonathan coulton
['D', 'A', 'D', 'A']	1,5,1,5	2.0		tonight	new kids on the block
['E', 'B', 'E', 'B']	1,5,1,5	4.0		ocean man	ween
['A', 'E', 'A', 'E']	1,5,1,5	9.0		here i go	syd barrett
['A#', 'F', 'A#', 'F']	1,5,1,5	10.0		karma chameleon	culture club
['Am', 'Em', 'Am', 'Em']	1,5,1,5	9.0		stomp box	they might be giants
['E', 'B', 'E', 'B']	1,5,1,5	4.0		the gambler	kenny rogers
['D', 'A', 'D', 'A']	1,5,1,5	2.0		alouette	delta rhythm boys
['C', 'G', 'C', 'G']	1,5,1,5	0.0		house of gold	twenty one pilots
['D', 'A', 'D', 'A']	1,5,1,5	2.0		courtesy of the red white and blue	toby keith
['C#m', 'G#m', 'C#m', 'G#m']	1,5,1,5	1.0		shine	years and years
['D', 'A', 'D', 'A']	1,5,1,5	2.0		colors	genevieve
['C', 'G', 'C', 'G']	1,5,1,5	0.0		jingle bells	james lord pierpont
['C#', 'G#', 'C#', 'G#']	1,5,1,5	1.0		one call away	charlie puth
['F#m', 'C#m', 'F#m', 'C#m']	1,5,1,5	6.0		the way	fastball
['A', 'E', 'A', 'E']	1,5,1,5	9.0		shoplifter	green day
['E', 'B', 'E', 'B']	1,5,1,5	4.0		peacebone	animal collective
['G', 'D', 'G', 'C']	1,5,1,4	7.0		skateaway	dire straits
['A', 'E', 'A', 'D']	1,5,1,4	9.0		i walk the line	johnny cash
['C', 'G', 'C', 'F']	1,5,1,4	0.0		hallelujah	leonard cohen
['G#m', 'D#m', 'G#m', 'C#m']	1,5,1,4	8.0		lovely rita	the beatles
['D', 'A', 'D', 'G']	1,5,1,4	2.0		streams of whiskey	the pogues
['E', 'B', 'E', 'A']	1,5,1,4	4.0		satisfaction	the rolling stones
['C', 'G', 'C', 'F']	1,5,1,4	0.0		hallelujah	jeff buckley
['C', 'G', 'C', 'F']	1,5,1,4	0.0		something in the water	brooke fraser
['G', 'D', 'G', 'C']	1,5,1,4	7.0		brown eyed girl	van morrison
['D', 'A', 'D', 'G']	1,5,1,4	2.0		crazy little thing called love	queen
['Bm', 'F#m', 'Bm', 'Em']	1,5,1,4	11.0		alligator sky	owl city
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		old macdonald had a farm	kids songs
['C', 'G', 'C', 'F']	1,5,1,4	0.0		new slang	the shins
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		the lion sleeps tonight	the tokens
['C', 'G', 'C', 'F']	1,5,1,4	0.0		i'm alright	jo dee messina
['G#', 'D#', 'G#', 'C#']	1,5,1,4	8.0		are you gonna kiss me or not	thompson square
['C', 'G', 'C', 'F']	1,5,1,4	0.0		how do you do	roxette
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		sing the changes	paul mccartney
['D', 'A', 'D', 'G']	1,5,1,4	2.0		waterloo	abba
['D', 'A', 'D', 'G']	1,5,1,4	2.0		hokey cokey	black lace
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		happy birthday	traditional
['F#', 'C#', 'F#', 'B']	1,5,1,4	6.0		sometimes i do	social distortion
['D#', 'A#', 'D#', 'G#']	1,5,1,4	3.0		the longest time	billy joel
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		livin' on the run	scott grimes
['F', 'C', 'F', 'A#']	1,5,1,4	5.0		peanut butter and jelly	insideout a cappella
['C#', 'G#', 'C#', 'F#']	1,5,1,4	1.0		i bet my life	imagine dragons
['D', 'A', 'D', 'G']	1,5,1,4	2.0		rondo alla turca	wolfgang amadeus mozart
['D', 'A', 'D', 'G']	1,5,1,4	2.0		outer space	the muffs
['D', 'A', 'D', 'G']	1,5,1,4	2.0		high school never ends	bowling for soup
['E', 'B', 'E', 'A']	1,5,1,4	4.0		they will need music	the mighty mighty bosstones
['G', 'D', 'G', 'C']	1,5,1,4	7.0		the upper hand	the mighty mighty bosstones
['Bm', 'F#m', 'Bm', 'Em']	1,5,1,4	11.0		sun is shining	axwell and ingrosso
['G', 'D', 'G', 'C']	1,5,1,4	7.0		scraping up the pieces	twin forks
['G', 'D', 'G', 'C']	1,5,1,4	7.0		love is all	roger glover
['A#', 'F', 'A#', 'D#']	1,5,1,4	10.0		midway march	john williams
['D', 'A', 'D', 'G']	1,5,1,4	2.0		young pilgrims	the shins
['D#', 'A#', 'D#', 'G#']	1,5,1,4	3.0		the night santa went crazy	weird al yankovic
['C', 'G', 'C', 'F']	1,5,1,4	0.0		peace train	cat stevens
['C#', 'G#', 'C#', 'F#']	1,5,1,4	1.0		el scorcho	weezer
['A#', 'F', 'A#', 'D#']	1,5,1,4	10.0		rock and roll	eric hutchinson
['E', 'B', 'E', 'A']	1,5,1,4	4.0		wasted days and wasted nights	texas tornados
['A#', 'F', 'A#', 'D#']	1,5,1,4	10.0		over in the gloryland	the stanley brothers
['C#', 'G#', 'C#', 'F#']	1,5,1,4	1.0		try everything	shakira
['F', 'C', 'Gm', 'A#']	1,5,2,4	5.0		a long december	counting crows
['Fm', 'Cm', 'Gd', 'A#m']	1,5,2,4	5.0		pumped up kicks	foster the people
['F', 'C', 'Gm', 'A#']	1,5,2,4	5.0		wide awake	katy perry
['D', 'A', 'Em', 'G']	1,5,2,4	2.0		stop crying your heart out	oasis
['F#', 'C#', 'G#m', 'B']	1,5,2,4	6.0		you belong with me	taylor swift
['A', 'E', 'Bm', 'D']	1,5,2,4	9.0		just like heaven	the cure
['F#', 'C#', 'G#m', 'B']	1,5,2,4	6.0		believe	cher
['A', 'E', 'Bm', 'D']	1,5,2,4	9.0		radioactive	imagine dragons
['G', 'D', 'Am', 'C']	1,5,2,4	7.0		what goes around comes around	justin timberlake
['G#', 'D#', 'A#m', 'C#']	1,5,2,4	8.0		man in the box	alice in chains
['F#', 'C#', 'G#m', 'B']	1,5,2,4	6.0		without you	lana del rey
['D#', 'A#', 'Fm', 'G#']	1,5,2,4	3.0		mad world	gary jules
['C', 'G', 'Dm', 'F']	1,5,2,4	0.0		on top of the world	imagine dragons
['C#m', 'G#m', 'D#d', 'F#m']	1,5,2,4	1.0		radio	lana del rey
['B', 'F#', 'C#m', 'E']	1,5,2,4	11.0		free run	instrumental core
['F#', 'C#', 'G#m', 'B']	1,5,2,4	6.0		when i see you	arty
['G', 'D', 'Am', 'C']	1,5,2,4	7.0		closing time	semisonic
['D', 'A', 'Em', 'G']	1,5,2,4	2.0		paris	magic man
['C#', 'G#', 'D#m', 'F#']	1,5,2,4	1.0		the nosebleed section 	hilltop hoods
['D#', 'A#', 'Fm', 'G#']	1,5,2,4	3.0		stay young	we the kings
['C', 'G', 'Dm', 'F']	1,5,2,4	0.0		autumn insomnia session	the flashbulb
['Fm', 'Cm', 'Gd', 'A#m']	1,5,2,4	5.0		new divide	linkin park
['F#', 'C#', 'G#m', 'B']	1,5,2,4	6.0		echo	vertical horizon
['G', 'D', 'Am', 'C']	1,5,2,4	7.0		her diamonds	rob thomas
['F', 'C', 'Gm', 'A#']	1,5,2,4	5.0		not fair	lily allen
['B', 'F#', 'C#m', 'E']	1,5,2,4	11.0		give me all your luvin'	madonna
